SENTIMIENTO DEFINITIVO,TWEET
POSITIVO,1414296479460696065-En Coahuila se reforzarán las medidas para que se respeten los protocolos sanitarios y prevenir un posible incremento en los contagios por Covid19 por la temporada  vacacional y ante el repunte de la pandemia que se registra en el País
POSITIVO,1273457731501002752-Tenemos a la venta cubreboca de neopreno de primera calidad.Somos fabricantes.Pregunta por nuestros precios.Mayoreo y menudeo.#promoales#cuarentena#COVID19mx#cubrebocas https://t.co/m5LxVRgl7k
NEUTRO,1365695626009313284-Y apoco usted duda de todo? Nunca deseo el mal a nadie
NEGATIVO,1246094888950796293-@FrankYume Yo no tengo el placer de conocerla en carne y hueso
POSITIVO,1353299511960068096-•la magia de la radio antes de la COVID• @mafertrapaga @rickyluistrevino @edgarmartin8 en Exa 95.5 Querétaro https://t.co/X8obr7MLbL
NEGATIVO,1320550915104002057-@lasillarota @lopezobrador_ @Claudiashein @m_ebrard @HLGatell Ellos son  funcionarios públicos más maletas que hemos tenido.
NEGATIVO,1279065997207638017-@jrisco @MarthaTagle @HLGatell Éste señor es nefasto.
NEGATIVO,1272428257137303552-Mi tio acaba de fallecer por covid
NEUTRO,1289345421848977409-@CarmineVolt @BaksLive @luisghernan @HLGatell @Javier_Corral @AispuroDurango @Silvano_A @EnriqueAlfaroR @MartinOrozcoAgs @mrikelme @diegosinhue @JaimeRdzNL @fgcabezadevaca @nachoperaltacol Ya
NEUTRO,1452343428700803073-Ahí lo a dan buscando mi charro negro el alfa de la tribuna y futuro presidente @fernandeznorona  trae más pegue que @HLGatell . Tiene fans no solo en México como @LillyTellez  también en Russia.
NEGATIVO,1432491671850192898-@Montoya_MCe @GobCDMX Este……. ¿Cual vacunación? Creo que ya se les olvidó 😁😁
POSITIVO,1388905120549810186-Copycat más o menos: año y medio de cuarentena: Todavía entro en mi ropa ✔️No me ha dado COVID ✔️Hacer pan de plátano ❌Descargar tik tok ❌Comprar una freidora de aire ❌Comprar cosas por instagram ✔️Vacuna ❌
POSITIVO,1348999757927227393-@SweetyPhera76 El canto 🎵🎼de 🐦 por la mañana
NEGATIVO,1447008384478236674-México llega a 281 mil 610 muertes por covid y nuestro presidente quiere festejar el 20 de noviembre en el zócalo😤
NEGATIVO,"1332052556873420804-""@OtroIntenso La COVID-19 🦠🦠"""
NEUTRO,1282075331483045889-@Chechalin_Vega De este si jete no hace daño y mata al COVID alv
POSITIVO,1283783234040537094-¡Muy buenos días! ¡Llegó el Jueves! ¡Sonríe
POSITIVO,1251963058081103874-Trasmisión en vivo con los amigos de Quedate En Casa Djs Live.Sígueme en mi canal de Youtube  como Paulk Dj#paulkdj #LiveStream #dj #djlive #djstyle #quedateencasa #housemusic #youtube #facebook #mexico🇲🇽… https://t.co/bPicGxBgHY
POSITIVO,1250479816081575937-#quedémonosencasa🏠 en Villahermosa
NEUTRO,"1281642165479907330-""Si vives con #VIH"
POSITIVO,1412950582923567105-Le pido a todos los dioses que ese viaje a Canada que tenia programado antes de la pandemia vuelva a surgir.
POSITIVO,1253013417578782721-Pronto volveremos! Así se encuentra hoy el Malecón de La Paz en esta fase tres de la contingencia donde tofos debemos estar en casa 🏡  Juntos: Pronto estaremos ahí. https://t.co/5XwUzbuVdl
POSITIVO,1393730806829420546-Estos he pensado en todo lo que ganamos en esta pandemia
POSITIVO,1340347182730399745-#QuedateEnCasa  y comienza una composta 🍂.
POSITIVO,1263210326415163392-#QuédateEnCasa Limpia con agua y jabón💦🧼 y desinfecta cada superficie que toques. Evitarás el riesgo de contraer el virus🦠
NEGATIVO,"1346190675633692672-""@DavidLeonRomero @HLGatell Y dónde quedó el """"Quédate en casa""""?"""
POSITIVO,1424086225137377283-A los mayores de 18 años que vivan en municipios del sur de #NL ya les aplicarán la vacuna AntiCovid La información completa aquí @MtyFollowMx @AsiEsMonterrey https://t.co/5QAa6UCDXa
NEGATIVO,"1270762879550025729-""Jalisco es el SEGUNDO Estado con mayor alza en casos activos de COVID-19Si tienes la posibilidad de mantenerte en casa"
POSITIVO,1270342480958042112-Listo mi curso Covid para mi gente. :)
NEUTRO,1268710997763788802-📌Con los datos de la plataforma nacional de salud
POSITIVO,1351382607372533760-@DniSBoniTa Jajajaja no gracias! Todavía no me aburro del encierro
NEGATIVO,"1267117017997479936-""Seguridad Nacional en riesgo COVID-19 y Seguridad Nacional https://t.co/G6SBgV2eJT"""
POSITIVO,1428509503801151495-La efectividad contra adquirir la enfermedad grave es del 91% o sea
NEUTRO,1343329077059493888-Los que quieren comprar la vacuna
NEGATIVO,1263900347619213314-En esta cuarentena:👉🏽Desabasto de papel higiénico👉🏽Desabasto de artículos de limpieza👉🏽Desabasto de cervezaY ahora con la anulación del torneo👉🏽Desabasto de pomada para rozadurasVamonooooooooos!
NEGATIVO,1257104019127971840-@jorgeramosnews @HLGatell No sabe...Así el circo de quinta del payaso presidentito @lopezobrador_
NEGATIVO,1314007699072389120-Dicen que anda un virus mas fuerte que el coronavirus amenazándonos. Se llama Débola. Débola luz
NEUTRO,1258154854616305665-Úrgeme un corte de cabello #QuedateEnCasa https://t.co/FMbRGpJTik
NEUTRO,1401553842215571466-@lizmorenita13 Y el covid??
NEGATIVO,1265336997784154113-Siento una impotencia brutal por las mujeres que son cautivas y presas de sus violentadores. Que no pueden irse a ningún otro lugar por la pandemia y cuarentena.Y aun más coraje y enojo me da que muchas tuvieron la valentía de llamar al 911
POSITIVO,1252268158292946944-Nunca me había pasado que se me marcara el abdomen 😳🥺 #benditacuarentena 😂
NEGATIVO,"1296699891855568896-""Me entristece leer el """"este año no contó"""" sabiendo que este ha sido el año en el que muchos han perdido familiares"
POSITIVO,1293943262613364737-Consulta en la página https://t.co/KwHbaHjH8F la lista de empresas que han cumplido con el proceso de registro autoevaluación sanitaria #COVID19. 🚫🦠🦠¡Sigamos protegiéndonos! 👏🏼
NEGATIVO,1327614519036817409-Veo las storys de mis amixes de Córdoba y se ve que haya no existe el covid
NEUTRO,1275407247707795456-@jokerobrador @HLGatell Quien será este gato?
NEGATIVO,1337832854584233985-@EmilioAlvarezI @GobCDMX @lopezobrador_ @HLGatell A qué don Emilio está muy obsesionado contra Amlo. Ni el corrupto Peña
NEGATIVO,1359333303069909001-Como el covid no existe y abarrotan los centros comerciales en ½a pandemia en su apertura
NEGATIVO,1282403086796042242-El aeropuerto está a toda madre en la contingencia #covid19 Chingos y chingos de gente https://t.co/p1FifFEKwf
NEGATIVO,1411041078430535684-@JosePabloCoello @Twitter Desafortunadamente estamos  estresados y trauma post pandemia.. la verdad respeto saludos JP por cierto pronóstico Eurocopa
NEGATIVO,1288331755594940416-Lo único cierto de esta nueva normalidad es que no es tan normal para todos. Se evidencia la brecha que ya todos sabemos pero no queremos ver... #COVIDー19
NEUTRO,1331265457219727360-@ThalizTH @ZazilCarreras Ya!!! Ya entendí
POSITIVO,1260694604262842369-Esperemos pronto acabe la pandemia #JuntosContraElCovid
POSITIVO,1377344497235861506-@Ukiwatane Eso es super genialA mi si me aceptaron pero les daba rarezaPero lo bueno es que incluso en mi preparatoria me aceptan y antes de la cuarentena logre usar falda &gt;~&lt;
NEGATIVO,1274170077818916866-@Metrologo15 @DeniseDresserG @HLGatell La ignorancia que sigue a una señora muy enojada con la 4T https://t.co/Va3HNOdRpe
NEGATIVO,1346547425234698240-Ya dejen de culpar a @HLGatell ...el hombre sólo cuida su hueso #RCATimes
NEGATIVO,"1247419144699555842-""Si tendrías que sacrificar a un aspirante para la candidatura de Pachuca y salvarnos todos del Covid-19"
POSITIVO,"1421607252784418817-""@MONTERREYSLP @betorayas77 Yo me vacuné en Veracruz"
NEUTRO,1323630520253763584-Hoy EEUU vivirá si elección más importante en plena pandemia.
NEGATIVO,1250222442687102979-¿Cuantos kilos más #covid19 ? en Ciudad Madero
NEUTRO,1363717067782955014-La estrategia de vacunar a gente de zonas marginadas o rurales muy distantes
NEUTRO,1376622998443094019-Y muchos mexicanos
NEGATIVO,1254886898750967811-Cuarentena ya acaba please 🙏💙 @marykaydemexico .#cuarentena #stayhome #quedateencasa #men #vanidad #mascarilla #model #mexican #mexico #artista #follow #FOLLOWFORFOLLOWBACK #insta #instagram #instapic #instagood… https://t.co/uwDbLrM0QD
NEGATIVO,1254061520570519555-Ya me vi al finalizar la cuarentena 😞 https://t.co/omVVY7JJJN
NEUTRO,1279825570449231873-#beforecovid19 #freedom #virtualtravel #memories #safedistancing #musa #islamujeres #diving #scuba #ikelite @ Museo Musa Isla Mujeres https://t.co/YXzgGNIdVb
NEUTRO,1350925223923597314-@Jose_R_YR @isabellemexico Ayúdame con un dato por favor...como se llama la firma que está testando su vacuna en México y que los resultados no han sido muy buenos para gente mayor de 55 años? Porque hasta dónde me acuerdo
NEUTRO,"1422350013615677465-""#Entérate🚨 En #Morelos"
NEUTRO,1300784034306502656-@vampipe @HLGatell Ya casi se aplana!!!
NEUTRO,1374731853702307840-Vacunar y ya
NEGATIVO,1461242484944683009-@dePointeDuLac Enfermería siempre presente como en la pandemia que solo nos la rifamos enfermería y residentes
POSITIVO,1363180570948247560-@HLGatell Mucha salud
NEUTRO,1279842802399141890-Si puedes... #QuédateEnCasa
NEUTRO,"1359343546684350464-""Diálogo Nocturno - Covid"
POSITIVO,1270837806852501505-Salí negativo en la prueba de covidOra si beso de 3 o como era? @UnTalFredo 🙌🏽
NEUTRO,1266407878111436800-@CarlosLoret @HLGatell https://t.co/P8isGrlHTE
NEUTRO,1264307857157218304-Venta de arte en tiempos de pandemia por#COVID19mx https://t.co/2ie3uFhjxT
NEUTRO,1251555991293792256-@luisantgarcia @MBarbosaMX @Jaime_BonillaV @Azteca @lopezobrador_ @HLGatell La 2 por mucho... por todo
NEGATIVO,1274466115993743362-@DeniseDresserG @HLGatell Le conviene quedar bien con la Nueva Santa Inquisición
NEGATIVO,1340121179407986689-VxV vacuna x voto
NEUTRO,1283533371914760194-Quiero decirle que nosotros vivimos de esto y por lo de la pandemia
NEUTRO,1317624662696878081-@zehmzehm @HLGatell @lopezobrador_ Alemania reportó &gt;7000
NEUTRO,"1265332363757838337-""cuando se encuentra la cura del COVID-19.pero el virus muta a un estado más avanzado. https://t.co/lGVFpBrZBe"""
NEUTRO,1254638903849562112-@jezzzini #coronavirus https://t.co/XVQMr0WgFG
POSITIVO,1434864641830637571-Zona Arqueológica de Cobá#FelizLunes#LunesDeGanarSeguidores#LunesMusicales #September2021#ZonaArqueológica#Cobá#QuintanaRoo #BuenosDias #Viral #Vacunate#Vacaciones#ULTIMAHORA #BREAKING #5G #YouTube #YouTuber #educacion #Historia #4Ghttps://t.co/XfkASWYVaF
NEGATIVO,1288624299075497984-World map billionaires bajan de 11 a 7 fortunas 2018/2020 entre reacción ref tributaria bachelet quiebra/desempleo + estallido delictual + pandemia
NEGATIVO,1264552562277191686-Y la curva que no se aplana para nada. Sólo el día de ayer en #NuevoLaredo se detectaron 13 casos positivos de Covitt 19 adicionales. En estos momentos tan críticos es cuando menos debemos bajar la guardia. #Tamaulipas #México
NEGATIVO,1321512912293384194-Chicas y chicos por causa del covid me super recortaron el sueño y me estoy ayudando vendiendo estos postres
NEUTRO,1288651187558821888-@bioeticaunam @HLGatell @WeberRivero @DGAS_UNAM @CNEGySR @SSaludCdMx Tiene ética?
NEUTRO,1287927542234505216-#VolverASentirUna entrega de las #NochesBohemias con #Mamuzga.🟠 CUPO LIMITADO A MÁXIMO 25% DE AFORO.🎟 Pide tu boleto (a partir de #Mañana y hasta dos por persona) por ‘inbox’ y espera confirmación.#ArtistaMorelense#SiPuedesQuédateEnCasa https://t.co/PF9nYsxATS
NEGATIVO,1416251472883425280-No chinguen raza que mal me siento
POSITIVO,1282886383057674252-Recomendaciones para estar en casa#Coronavirus#COVID19#SARSnCoV2 https://t.co/b1RuKqwYm1
NEUTRO,1261054019876904962-Una fiestica al suave para contagiarnos de coronavirus. No se
NEGATIVO,1248471132602171394-Ya me dio el covid 19😷
NEUTRO,"1393177759996948484-""en el contexto de una enfermedad con una gran  heterogeneidad de manifestaciones. La presente revisión tiene como objetivo evaluar el efecto que tiene el uso de esteroides en los pacientes con Covid-19"
NEUTRO,"1248116476114079744-""@liebano Es correcto Liebano"
NEGATIVO,1339449935557746688-@BJAlcaldia @ColoniasdeBJ @vecletranvalle qué pasa @STaboadaMx tienen fiesta en Miguel Laurent 1004 Depto 202 más de diez personas en un Depto de 99 m2 no dejan dormir
NEGATIVO,1423794991223255041-Rojo el contagio es super rápido
NEGATIVO,1246645926816612352-Porque la gente es irresponsable ?Porque la gente es vale madre ?Porque ?#Walmart puso su letrerito desafortunadamente aún con el pinche letrerito la gente va al Supermercado en #CuarentenaTotal como si estuvieran Paseando en el Puto Parque ! 🤦🤦🏽‍♂️En penosamente increíble... https://t.co/YmUnUcBAFF
NEUTRO,1284116490090803200-🤧Estornudas y rápido dices “no se asusten ¡¡¡es alergia!!!”O toses...”no se asusten
NEUTRO,1275533322773553153-@CarlosChaviraTV 🤣🤣🤣 de lo que se entera uno
NEGATIVO,1255288024310702081-@HLGatell que el necesita su renta ya que usted no ha declarado los locales de comida con riesgo.... Y no importa que se mueran... Acudo a usted para que consideren esto... Posiblemente los echen a la calle xq no hay forma de soportar tanto tiempo... Con poca clientela
POSITIVO,1250873914923900930-La cuarentena va y va bien 💪🏼💛✨ https://t.co/IKhDeeQY8L
NEUTRO,1252417691874234368-@kquegarci @HLGatell Seeee
POSITIVO,1264453212649730050-Ya quiero que se acabe la cuarentena porque tengo muchas ganas de darte un abrazo :c ~π
POSITIVO,1355605787666755585-@Cepava @RaffaelFiocchi @AndieLVO #LaIglesiaEsEsencial Pues si no lo fuera yo hoy sería una vida menos y no precisamente por el #covid19 sino por la depresión que me consumía y que sólo ahí encontré alivio y solución.
NEGATIVO,"1362827370470776837-""Lucero explicó cómo vivió el COVID-19 y lamentó haber contagiado a su hija: https://t.co/aN6okY4eV5"""
NEGATIVO,1352014116223795200-@andres_silvaa @Carlos_Ponz Toda la prensa chilanga se están aventando unas puñetas mentales buenísimas 😂😂 mty hizo los protocolos que la liga dicta de hacer las pcr cada 15 días.
NEGATIVO,1345965924923404288-Así le importa al Sr @HLGatell  la pandemia del #Covid_19mx https://t.co/bN76zTpO8g
NEUTRO,"1338667369451958272-""#editorial ¿Y la otra vacuna? - (ULRICH RICHTER) https://t.co/5dXtPWDaqX"""
NEGATIVO,1247767401925492742-La rutina en cuarentena es lo peor del mundo nmms
NEUTRO,"1404782924306825216-""- El gobierno necesita traer un cargamento de Johnson &amp; Johnson- ¿De vacunas?- No"
NEGATIVO,"1361139347257495555-""En 2020 murieron 39 cholultecas en EU"
NEUTRO,1293189257121501186-@rthur013 Si entendemos la referencia somos población de riesgo #QuédateEnCasa 😂
NEUTRO,1256757190926442498-SusAna distancia AAA live 🤪 en MVS Televisión Ventas de Señal https://t.co/LXVGuhhzlp
NEUTRO,1415440646345723908-@ninamoraless No lo es
NEUTRO,1301215368925642752-“¿Cuál es la cifra necesaria de libros en casa?”
NEGATIVO,"1247021626320969733-""#Querétaro con 40  casos confirmados de COVID-19  https://t.co/4SJx77bM4Y"""
NEGATIVO,1286816979098038273-Creo que tengo covid...
POSITIVO,1253337279965216772-#QuédateEnCasa 🏠 es el mensaje que el Toluca FC 👹 tiene para todos sus seguidores durante esta contingencia por #Covid19 🦠#Toluca #Juntos en Toluca
NEUTRO,1459581398084370442-@HLGatell creo que te hablan
POSITIVO,1255224867265404941-“Se está mejor en casa que en ningún sitio” Dorothy Lo que el viento se llevó (1939) ••Tuviste que mover tu fecha por la contingencia? Nosotros te ofrecemos de un 15% hasta un 30% de descuento en tu contratacion… https://t.co/HqJCs72qYl
POSITIVO,1448312760702574593-Me acaban de vacunar y agradezco la excelente atención Del personal de salud y el servicio tan eficiente y rapido para la aplicación de mi 2da dosis de #AstraZeneca@Gobierno_Tab@SSalud_Tab @Silviaroldanf @GraburManuel@SSalud_mx https://t.co/5Z6RpHjrx2
NEUTRO,1250240512000319488-Sea lo que sea
NEUTRO,1266047797528231936-@WeraReynoso @HLGatell Vale sobarse
NEGATIVO,1340420098914455552-Simulan que ya llegaron las vacunas contra el #COVID19mx Simulan que ya domaron la Pandemia #Covid_19 Simulan que ya acabaron con la corrupción en el @GobiernoMX Simulan que ya somos #Dinamarca Simulan que ya se acabaron las masacres en MéxicoSimulan que el Pueblo esta feliz
NEGATIVO,1382028296867749893-¿La fase I consistió en vacunar aire? 🤔
POSITIVO,1354092952356745218-@Abadon00 @LaOximoron Estoy a favor de la diversidad
NEUTRO,1277315938363244545-@yasnayae @bellalectora_ @mardoniocarbalo Peonto esperemos
NEGATIVO,1250184360319496199-Alguien sabe a qué número puedo marcar para reportar una fiesta en Hermosillo? No respetan la cuarentena😡#QuedateEnCasa
NEGATIVO,1249902701514801153-Yo ya no aguanto el maldito encierro.
NEGATIVO,1250463096738582529-Buenos días... Ya son 35 casos positivos de #Covid_19 en #Campeche...https://t.co/QwvngQJvp3#coronavirus #viral #pandemic #youtuber https://t.co/sT8s5KCofX
POSITIVO,1247908335833223169-Traigo a mi mamá a la quimio al hospital 1deOct. Todoestámuylimpio
NEGATIVO,1379440951584776200-Primero los Médicos El gobierno no se preocupa por ellos son y deben ser los primeros #VacunaAMėdicos
NEGATIVO,1257061250900439042-Si el coronavirus no se a controlado es por toda esa gente pendeja que siguio y sigue saliendo
NEUTRO,1464197307260452878-@LupitaJuarezH Buenos días Lupita
NEGATIVO,1328064956978302981-@antonio_buenros @Javier_Corral Entiendeeeeeeeeee que no se busca una cura   Se busca bajar los contagios para que el sector salud no se siga colapsando 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️  que necio te pones con eso del encierro
